source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
GO:BP	GO:0043408	regulation of MAPK cascade	2.6449529986205303e-05	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade."" [GOC:go_curators]"	643	1749	96	21031	0.0548885077186964	0.14930015552099535	query_1	['GO:0000165', 'GO:1902531']
GO:BP	GO:0009628	response to abiotic stimulus	2.7761846763887083e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]"	1128	1749	148	21031	0.08461978273299028	0.13120567375886524	query_1	['GO:0050896']
GO:BP	GO:0030182	neuron differentiation	2.805341829163076e-05	True	"""The process in which a relatively unspecialized cell acquires specialized features of a neuron."" [GOC:mah]"	1431	1749	179	21031	0.10234419668381932	0.12508735150244585	query_1	['GO:0030154', 'GO:0048699']
GO:BP	GO:0043065	positive regulation of apoptotic process	2.8377161433632903e-05	True	"""Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	512	1749	81	21031	0.04631217838765009	0.158203125	query_1	['GO:0006915', 'GO:0042981', 'GO:0043068']
GO:BP	GO:0022008	neurogenesis	2.897016848011815e-05	True	"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]"	1742	1749	210	21031	0.12006861063464837	0.12055109070034443	query_1	['GO:0007399', 'GO:0030154']
GO:BP	GO:0010632	regulation of epithelial cell migration	3.0472697130936832e-05	True	"""Any process that modulates the frequency, rate or extent of epithelial cell migration."" [GOC:BHF, GOC:dph, GOC:tb]"	228	1749	46	21031	0.026300743281875358	0.20175438596491227	query_1	['GO:0010631', 'GO:0030334', 'GO:0051239']
GO:BP	GO:0002521	leukocyte differentiation	3.059847712688612e-05	True	"""The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:add, PMID:16551264]"	627	1749	94	21031	0.053744997141223556	0.14992025518341306	query_1	['GO:0030097', 'GO:0030154']
GO:BP	GO:0050790	regulation of catalytic activity	3.146459875460877e-05	True	"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]"	1227	1749	158	21031	0.0903373356203545	0.12876935615321924	query_1	['GO:0065009']
REAC	REAC:R-HSA-449147	Signaling by Interleukins	3.168901659171892e-05	True	Signaling by Interleukins	471	1149	88	10842	0.07658833768494343	0.18683651804670912	query_1	['REAC:R-HSA-1280215']
GO:BP	GO:0031667	response to nutrient levels	3.1713570274121924e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients."" [GOC:mah]"	496	1749	79	21031	0.04516866781017725	0.1592741935483871	query_1	['GO:0009991']
GO:BP	GO:0002237	response to molecule of bacterial origin	3.3289729444245694e-05	True	"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."" [GOC:rl, GOC:sm]"	354	1749	62	21031	0.03544882790165809	0.1751412429378531	query_1	['GO:0009617', 'GO:0010033', 'GO:0043207']
GO:BP	GO:0048732	gland development	3.390954626359765e-05	True	"""The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion."" [GOC:jid]"	454	1749	74	21031	0.04230989136649514	0.16299559471365638	query_1	['GO:0048513']
GO:BP	GO:0052547	regulation of peptidase activity	3.46583979325431e-05	True	"""Any process that modulates the frequency, rate or extent of peptidase activity, the hydrolysis of peptide bonds within proteins."" [GOC:ai]"	244	1749	48	21031	0.0274442538593482	0.19672131147540983	query_1	['GO:0030162', 'GO:0051336']
GO:BP	GO:0051174	regulation of phosphorus metabolic process	3.705977270900147e-05	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]"	1133	1749	148	21031	0.08461978273299028	0.13062665489849956	query_1	['GO:0006793', 'GO:0031323']
GO:BP	GO:0010648	negative regulation of cell communication	3.9331405025348885e-05	True	"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1398	1749	175	21031	0.10005717552887364	0.1251788268955651	query_1	['GO:0007154', 'GO:0010646', 'GO:0048523']
GO:BP	GO:0001819	positive regulation of cytokine production	4.0128316509839665e-05	True	"""Any process that activates or increases the frequency, rate or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]"	490	1749	78	21031	0.044596912521440824	0.15918367346938775	query_1	['GO:0001816', 'GO:0001817', 'GO:0010628', 'GO:0051240']
GO:MF	GO:0005488	binding	4.3163593030713566e-05	True	"""The selective, non-covalent, often stoichiometric, interaction of a molecule with one or more specific sites on another molecule."" [GOC:ceb, GOC:mah, ISBN:0198506732]"	18370	1809	1703	20212	0.941404090657822	0.09270549809471965	query_1	['GO:0003674']
KEGG	KEGG:05164	Influenza A	4.772757419090186e-05	True	Influenza A	167	892	40	8484	0.04484304932735426	0.23952095808383234	query_1	['KEGG:00000']
GO:BP	GO:0002009	morphogenesis of an epithelium	4.962346078347056e-05	True	"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]"	501	1749	79	21031	0.04516866781017725	0.15768463073852296	query_1	['GO:0048729', 'GO:0060429']
GO:BP	GO:0007010	cytoskeleton organization	4.966153841119838e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:dph, GOC:jl, GOC:mah]"	1512	1749	186	21031	0.10634648370497427	0.12301587301587301	query_1	['GO:0006996']
GO:BP	GO:0006810	transport	5.19717820649083e-05	True	"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]"	4350	1749	453	21031	0.25900514579759865	0.10413793103448275	query_1	['GO:0051234']
GO:BP	GO:0040007	growth	5.5135634515088685e-05	True	"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]"	939	1749	127	21031	0.07261292166952545	0.13525026624068157	query_1	['GO:0008150']
KEGG	KEGG:04657	IL-17 signaling pathway	5.534697270535963e-05	True	IL-17 signaling pathway	92	892	27	8484	0.030269058295964126	0.29347826086956524	query_1	['KEGG:00000']
GO:BP	GO:0006468	protein phosphorylation	5.72589964872419e-05	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1346	1749	169	21031	0.09662664379645512	0.12555720653789004	query_1	['GO:0016310', 'GO:0036211']
GO:MF	GO:0019899	enzyme binding	5.913881778515844e-05	True	"""Binding to an enzyme, a protein with catalytic activity."" [GOC:jl]"	2103	1809	256	20212	0.14151464897733554	0.12173086067522587	query_1	['GO:0005515']
GO:BP	GO:0019220	regulation of phosphate metabolic process	6.0712648270823216e-05	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	1132	1749	147	21031	0.08404802744425385	0.12985865724381626	query_1	['GO:0006796', 'GO:0051174']
GO:BP	GO:0032496	response to lipopolysaccharide	6.710403482166901e-05	True	"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipopolysaccharide stimulus; lipopolysaccharide is a major component of the cell wall of gram-negative bacteria."" [GOC:add, ISBN:0721601464]"	336	1749	59	21031	0.033733562035448826	0.17559523809523808	query_1	['GO:0002237', 'GO:0033993', 'GO:1901700']
GO:BP	GO:0010631	epithelial cell migration	6.871057346090944e-05	True	"""The orderly movement of an epithelial cell from one site to another, often during the development of a multicellular organism."" [GOC:ascb_2009, GOC:BHF, GOC:dph, GOC:tb]"	304	1749	55	21031	0.031446540880503145	0.18092105263157895	query_1	['GO:0001667', 'GO:0090132']
GO:BP	GO:0051090	regulation of DNA-binding transcription factor activity	7.22243822798641e-05	True	"""Any process that modulates the frequency, rate or extent of the activity of a transcription factor, any factor involved in the initiation or regulation of transcription."" [GOC:ai]"	353	1749	61	21031	0.03487707261292167	0.17280453257790368	query_1	['GO:0006355', 'GO:0065009']
GO:BP	GO:0043068	positive regulation of programmed cell death	7.566773560377993e-05	True	"""Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	532	1749	82	21031	0.046883933676386505	0.15413533834586465	query_1	['GO:0012501', 'GO:0043067', 'GO:0048522']
GO:BP	GO:0001934	positive regulation of protein phosphorylation	7.70468983393781e-05	True	"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]"	603	1749	90	21031	0.051457975986277875	0.14925373134328357	query_1	['GO:0001932', 'GO:0006468', 'GO:0031401', 'GO:0042327']
GO:BP	GO:0048666	neuron development	8.429337450931351e-05	True	"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]"	1167	1749	150	21031	0.08576329331046312	0.12853470437017994	query_1	['GO:0030182', 'GO:0048468']
GO:BP	GO:0001704	formation of primary germ layer	9.281386174558402e-05	True	"""The formation of the ectoderm, mesoderm and endoderm during gastrulation."" [GOC:go_curators]"	128	1749	31	21031	0.017724413950829045	0.2421875	query_1	['GO:0007369', 'GO:0048646']
GO:BP	GO:0045937	positive regulation of phosphate metabolic process	9.360101948274849e-05	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	705	1749	101	21031	0.0577472841623785	0.14326241134751774	query_1	['GO:0006796', 'GO:0010562', 'GO:0019220']
GO:BP	GO:0010562	positive regulation of phosphorus metabolic process	9.360101948274849e-05	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]"	705	1749	101	21031	0.0577472841623785	0.14326241134751774	query_1	['GO:0006793', 'GO:0031325', 'GO:0051174']
GO:BP	GO:0090132	epithelium migration	9.714452096818103e-05	True	"""The process in which the population of cells that make up an epithelium undergo directed movement."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	307	1749	55	21031	0.031446540880503145	0.1791530944625407	query_1	['GO:0090130']
GO:BP	GO:0006366	transcription by RNA polymerase II	0.00011751816322130119	True	"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]"	2691	1749	298	21031	0.1703830760434534	0.11073950204384987	query_1	['GO:0006351']
